Timestamp,Frame,Count,FPS,Avg_Confidence
2025-12-29 15:52:08.959,515,1,29.6,0.55
2025-12-29 15:52:09.061,516,1,26.0,0.49
2025-12-29 15:52:09.150,517,0,30.7,0.0
2025-12-29 15:52:09.262,518,2,32.4,0.48
2025-12-29 15:52:09.392,519,0,30.5,0.0
2025-12-29 15:52:09.512,520,1,23.2,0.51
2025-12-29 15:52:09.629,521,3,21.4,0.5
2025-12-29 15:52:09.748,522,2,28.4,0.51
2025-12-29 15:52:09.848,523,3,25.0,0.58
2025-12-29 15:52:09.941,524,0,28.7,0.0
2025-12-29 15:52:10.129,525,2,31.4,0.5
2025-12-29 15:52:10.212,526,1,35.5,0.54
2025-12-29 15:52:10.324,527,0,24.2,0.0
2025-12-29 15:52:10.442,528,0,34.1,0.0
2025-12-29 15:52:10.547,529,0,29.5,0.0
2025-12-29 15:52:10.674,530,0,31.3,0.0
2025-12-29 15:52:10.791,531,2,27.4,0.45
2025-12-29 15:52:10.897,532,2,27.1,0.47
2025-12-29 15:52:11.012,533,1,29.7,0.62
2025-12-29 15:52:11.106,534,0,36.2,0.0
2025-12-29 15:52:11.217,535,0,35.1,0.0
2025-12-29 15:52:11.303,536,0,35.3,0.0
2025-12-29 15:52:11.400,537,0,48.3,0.0
2025-12-29 15:52:11.511,538,0,32.7,0.0
2025-12-29 15:52:11.623,539,0,26.2,0.0
2025-12-29 15:52:11.775,540,2,27.1,0.41
2025-12-29 15:52:11.899,541,2,19.7,0.62
2025-12-29 15:52:11.987,542,1,39.1,0.74
2025-12-29 15:52:12.110,543,2,27.4,0.57
2025-12-29 15:52:12.236,544,1,27.6,0.7
2025-12-29 15:52:12.366,545,1,28.0,0.49
2025-12-29 15:52:12.473,546,0,36.8,0.0
2025-12-29 15:52:12.613,547,1,28.6,0.57
2025-12-29 15:52:12.745,548,1,25.7,0.56
2025-12-29 15:52:12.856,549,1,29.1,0.66
2025-12-29 15:52:12.985,550,0,28.2,0.0
2025-12-29 15:52:13.097,551,0,38.2,0.0
2025-12-29 15:52:13.205,552,0,33.0,0.0
2025-12-29 15:52:13.322,553,1,26.4,0.56
2025-12-29 15:52:13.434,554,0,42.3,0.0
2025-12-29 15:52:13.611,555,1,29.2,0.46
2025-12-29 15:52:13.711,556,0,44.3,0.0
2025-12-29 15:52:13.782,557,0,29.8,0.0
2025-12-29 15:52:13.861,558,0,49.5,0.0
2025-12-29 15:52:13.958,559,0,34.8,0.0
2025-12-29 15:52:14.050,560,0,39.7,0.0
2025-12-29 15:52:14.143,561,0,29.4,0.0
2025-12-29 15:52:14.234,562,0,43.9,0.0
2025-12-29 15:52:14.321,563,0,41.7,0.0
2025-12-29 15:52:14.430,564,0,28.3,0.0
2025-12-29 15:52:14.523,565,0,27.7,0.0
2025-12-29 15:52:14.641,566,0,30.6,0.0
2025-12-29 15:52:14.740,567,0,29.0,0.0
2025-12-29 15:52:14.812,568,0,53.7,0.0
2025-12-29 15:52:14.929,569,0,32.2,0.0
2025-12-29 15:52:15.072,570,0,34.2,0.0
2025-12-29 15:52:15.164,571,0,38.5,0.0
2025-12-29 15:52:15.273,572,0,33.0,0.0
2025-12-29 15:52:15.361,573,0,44.4,0.0
2025-12-29 15:52:15.464,574,0,31.5,0.0
2025-12-29 15:52:15.591,575,0,28.7,0.0
2025-12-29 15:52:15.706,576,0,26.0,0.0
2025-12-29 15:52:15.824,577,0,27.9,0.0
2025-12-29 15:52:15.945,578,0,28.3,0.0
2025-12-29 15:52:16.058,579,0,29.3,0.0
2025-12-29 15:52:16.184,580,0,30.5,0.0
2025-12-29 15:52:16.288,581,0,24.4,0.0
2025-12-29 15:52:16.394,582,0,34.2,0.0
2025-12-29 15:52:16.498,583,0,31.5,0.0
2025-12-29 15:52:16.578,584,0,31.3,0.0
2025-12-29 15:52:16.735,585,1,28.3,0.43
2025-12-29 15:52:16.833,586,0,32.0,0.0
2025-12-29 15:52:16.961,587,0,32.1,0.0
2025-12-29 15:52:17.064,588,0,27.1,0.0
2025-12-29 15:52:17.168,589,0,31.4,0.0
2025-12-29 15:52:17.263,590,0,29.6,0.0
2025-12-29 15:52:17.385,591,0,29.7,0.0
2025-12-29 15:52:17.488,592,0,25.1,0.0
2025-12-29 15:52:17.597,593,0,25.7,0.0
2025-12-29 15:52:17.702,594,0,28.0,0.0
2025-12-29 15:52:17.798,595,0,26.5,0.0
2025-12-29 15:52:17.912,596,0,35.6,0.0
2025-12-29 15:52:18.016,597,0,28.2,0.0
2025-12-29 15:52:18.143,598,0,21.0,0.0
2025-12-29 15:52:18.261,599,0,28.4,0.0
2025-12-29 15:52:18.354,600,0,27.3,0.0
2025-12-29 15:52:18.476,601,0,33.8,0.0
2025-12-29 15:52:18.585,602,0,35.5,0.0
2025-12-29 15:52:18.686,603,1,30.9,0.6
2025-12-29 15:52:18.787,604,1,31.1,0.75
2025-12-29 15:52:18.930,605,0,25.9,0.0
2025-12-29 15:52:19.033,606,1,26.4,0.55
2025-12-29 15:52:19.164,607,0,31.5,0.0
2025-12-29 15:52:19.299,608,1,26.9,0.54
2025-12-29 15:52:19.421,609,0,31.8,0.0
2025-12-29 15:52:19.500,610,0,32.1,0.0
2025-12-29 15:52:19.626,611,1,25.8,0.49
2025-12-29 15:52:19.741,612,1,25.2,0.55
2025-12-29 15:52:19.824,613,0,35.1,0.0
2025-12-29 15:52:19.940,614,0,34.0,0.0
2025-12-29 15:52:20.060,615,0,26.8,0.0
2025-12-29 15:52:20.151,616,0,28.4,0.0
2025-12-29 15:52:20.249,617,0,30.7,0.0
2025-12-29 15:52:20.352,618,0,32.8,0.0
2025-12-29 15:52:20.447,619,1,27.9,0.61
2025-12-29 15:52:20.577,620,1,31.3,0.47
2025-12-29 15:52:20.669,621,0,34.5,0.0
2025-12-29 15:52:20.795,622,1,20.9,0.65
2025-12-29 15:52:20.910,623,0,26.2,0.0
2025-12-29 15:52:21.008,624,0,33.0,0.0
2025-12-29 15:52:21.121,625,1,25.7,0.57
2025-12-29 15:52:21.216,626,0,32.0,0.0
2025-12-29 15:52:21.317,627,0,28.0,0.0
2025-12-29 15:52:21.427,628,0,31.7,0.0
2025-12-29 15:52:21.532,629,0,28.4,0.0
2025-12-29 15:52:21.698,630,0,25.3,0.0
2025-12-29 15:52:21.809,631,0,32.2,0.0
2025-12-29 15:52:21.906,632,1,26.4,0.65
2025-12-29 15:52:22.017,633,1,30.1,0.78
2025-12-29 15:52:22.140,634,1,35.8,0.48
2025-12-29 15:52:22.263,635,0,49.3,0.0
2025-12-29 15:52:22.379,636,0,27.5,0.0
2025-12-29 15:52:22.474,637,0,34.7,0.0
2025-12-29 15:52:22.566,638,0,34.4,0.0
2025-12-29 15:52:22.667,639,0,33.4,0.0
2025-12-29 15:52:22.774,640,0,38.3,0.0
2025-12-29 15:52:22.903,641,0,32.0,0.0
2025-12-29 15:52:23.003,642,0,27.9,0.0
2025-12-29 15:52:23.106,643,0,37.6,0.0
2025-12-29 15:52:23.201,644,0,38.8,0.0
2025-12-29 15:52:23.368,645,0,31.3,0.0
2025-12-29 15:52:23.467,646,0,37.6,0.0
2025-12-29 15:52:23.561,647,1,44.3,0.55
2025-12-29 15:52:23.650,648,0,24.6,0.0
2025-12-29 15:52:23.729,649,0,47.6,0.0
2025-12-29 15:52:23.824,650,1,40.1,0.52
2025-12-29 15:52:23.930,651,0,42.6,0.0
2025-12-29 15:52:24.026,652,0,31.5,0.0
2025-12-29 15:52:24.134,653,0,47.6,0.0
2025-12-29 15:52:24.237,654,1,32.0,0.41
2025-12-29 15:52:24.349,655,0,26.9,0.0
2025-12-29 15:52:24.439,656,0,43.0,0.0
2025-12-29 15:52:24.553,657,0,28.4,0.0
2025-12-29 15:52:24.659,658,0,35.2,0.0
2025-12-29 15:52:24.755,659,0,26.1,0.0
2025-12-29 15:52:24.927,660,1,25.3,0.62
2025-12-29 15:52:25.018,661,1,45.1,0.7
2025-12-29 15:52:25.138,662,1,25.6,0.72
2025-12-29 15:52:25.215,663,1,42.8,0.71
2025-12-29 15:52:25.323,664,1,30.9,0.74
2025-12-29 15:52:25.436,665,2,27.1,0.72
2025-12-29 15:52:25.534,666,2,39.2,0.66
2025-12-29 15:52:25.673,667,2,23.9,0.58
2025-12-29 15:52:25.772,668,1,27.2,0.49
2025-12-29 15:52:25.895,669,2,35.9,0.57
2025-12-29 15:52:26.006,670,0,27.5,0.0
2025-12-29 15:52:26.115,671,1,53.8,0.42
2025-12-29 15:52:26.230,672,1,27.6,0.53
2025-12-29 15:52:26.327,673,1,31.1,0.6
2025-12-29 15:52:26.435,674,1,30.4,0.72
2025-12-29 15:52:26.579,675,3,27.1,0.44
2025-12-29 15:52:26.698,676,1,35.6,0.45
2025-12-29 15:52:26.833,677,1,33.2,0.66
2025-12-29 15:52:26.957,678,2,28.4,0.46
2025-12-29 15:52:27.062,679,4,34.4,0.55
2025-12-29 15:52:27.160,680,0,46.3,0.0
2025-12-29 15:52:27.249,681,1,45.0,0.49
2025-12-29 15:52:27.349,682,1,32.9,0.73
2025-12-29 15:52:27.450,683,1,39.4,0.77
2025-12-29 15:52:27.563,684,1,40.7,0.77
2025-12-29 15:52:27.668,685,1,28.3,0.58
2025-12-29 15:52:27.792,686,0,21.5,0.0
2025-12-29 15:52:27.912,687,0,21.9,0.0
2025-12-29 15:52:28.029,688,2,40.7,0.62
2025-12-29 15:52:28.130,689,1,32.2,0.71
2025-12-29 15:52:28.245,690,1,35.9,0.46
2025-12-29 15:52:28.330,691,1,42.1,0.58
2025-12-29 15:52:28.433,692,0,31.2,0.0
2025-12-29 15:52:28.566,693,1,29.3,0.43
2025-12-29 15:52:28.655,694,0,34.1,0.0
2025-12-29 15:52:28.735,695,0,30.8,0.0
2025-12-29 15:52:28.839,696,0,46.7,0.0
2025-12-29 15:52:28.924,697,0,45.6,0.0
2025-12-29 15:52:29.032,698,0,30.4,0.0
2025-12-29 15:52:29.134,699,1,43.2,0.44
2025-12-29 15:52:29.266,700,1,28.9,0.54
2025-12-29 15:52:29.384,701,0,47.0,0.0
2025-12-29 15:52:29.481,702,0,29.9,0.0
2025-12-29 15:52:29.573,703,0,41.3,0.0
2025-12-29 15:52:29.693,704,0,39.3,0.0
2025-12-29 15:52:29.800,705,0,33.1,0.0
2025-12-29 15:52:29.886,706,0,33.6,0.0
2025-12-29 15:52:29.983,707,0,38.9,0.0
2025-12-29 15:52:30.078,708,0,50.1,0.0
2025-12-29 15:52:30.190,709,0,33.8,0.0
2025-12-29 15:52:30.284,710,0,27.4,0.0
2025-12-29 15:52:30.382,711,0,29.9,0.0
2025-12-29 15:52:30.465,712,0,54.4,0.0
2025-12-29 15:52:30.587,713,0,27.6,0.0
2025-12-29 15:52:30.695,714,1,31.0,0.45
2025-12-29 15:52:30.803,715,1,39.5,0.63
2025-12-29 15:52:30.893,716,0,48.4,0.0
2025-12-29 15:52:30.978,717,0,58.8,0.0
2025-12-29 15:52:31.080,718,0,32.6,0.0
2025-12-29 15:52:31.166,719,0,34.5,0.0
2025-12-29 15:52:31.311,720,0,48.8,0.0
2025-12-29 15:52:31.413,721,0,42.5,0.0
2025-12-29 15:52:31.539,722,0,45.0,0.0
2025-12-29 15:52:31.651,723,0,29.1,0.0
2025-12-29 15:52:31.733,724,0,52.2,0.0
2025-12-29 15:52:31.836,725,0,29.8,0.0
2025-12-29 15:52:31.950,726,0,30.4,0.0
2025-12-29 15:52:32.054,727,0,27.1,0.0
2025-12-29 15:52:32.148,728,0,38.6,0.0
2025-12-29 15:52:32.254,729,0,26.9,0.0
2025-12-29 15:52:32.340,730,0,36.8,0.0
2025-12-29 15:52:32.449,731,0,38.6,0.0
2025-12-29 15:52:32.548,732,0,29.6,0.0
2025-12-29 15:52:32.625,733,0,36.4,0.0
2025-12-29 15:52:32.739,734,0,37.9,0.0
2025-12-29 15:52:32.908,735,0,31.3,0.0
2025-12-29 15:52:33.005,736,0,40.0,0.0
2025-12-29 15:52:33.129,737,1,26.2,0.47
2025-12-29 15:52:33.238,738,1,32.2,0.44
2025-12-29 15:52:33.341,739,0,32.8,0.0
2025-12-29 15:52:33.445,740,0,28.3,0.0
2025-12-29 15:52:33.561,741,0,27.1,0.0
2025-12-29 15:52:33.659,742,1,26.3,0.46
2025-12-29 15:52:33.774,743,0,32.8,0.0
2025-12-29 15:52:33.876,744,0,30.4,0.0
2025-12-29 15:52:33.984,745,1,27.6,0.48
2025-12-29 15:52:34.095,746,1,34.8,0.4
2025-12-29 15:52:34.210,747,0,30.2,0.0
2025-12-29 15:52:34.313,748,0,29.7,0.0
2025-12-29 15:52:34.401,749,1,26.3,0.43
2025-12-29 15:52:34.568,750,1,42.3,0.47
2025-12-29 15:52:34.670,751,1,34.1,0.6
2025-12-29 15:52:34.761,752,0,29.2,0.0
2025-12-29 15:52:34.873,753,2,32.9,0.62
2025-12-29 15:52:34.991,754,2,22.2,0.57
2025-12-29 15:52:35.098,755,1,33.0,0.76
2025-12-29 15:52:35.197,756,2,28.2,0.55
2025-12-29 15:52:35.287,757,1,26.9,0.74
2025-12-29 15:52:35.387,758,1,24.8,0.61
2025-12-29 15:52:35.508,759,1,25.0,0.59
2025-12-29 15:52:35.596,760,1,28.6,0.71
2025-12-29 15:52:35.708,761,2,29.2,0.6
2025-12-29 15:52:35.830,762,2,28.5,0.67
2025-12-29 15:52:35.937,763,2,28.1,0.52
2025-12-29 15:52:36.029,764,2,38.8,0.54
2025-12-29 15:52:36.148,765,2,30.7,0.53
2025-12-29 15:52:36.269,766,2,34.8,0.72
2025-12-29 15:52:36.394,767,3,27.9,0.52
2025-12-29 15:52:36.501,768,2,41.7,0.53
2025-12-29 15:52:36.600,769,3,28.4,0.65
2025-12-29 15:52:36.709,770,3,31.5,0.6
2025-12-29 15:52:36.782,771,3,41.3,0.63
2025-12-29 15:52:36.905,772,3,26.3,0.59
2025-12-29 15:52:37.005,773,3,28.9,0.61
2025-12-29 15:52:37.099,774,3,24.1,0.55
2025-12-29 15:52:37.229,775,3,25.1,0.62
2025-12-29 15:52:37.354,776,1,28.5,0.68
2025-12-29 15:52:37.443,777,2,32.9,0.6
2025-12-29 15:52:37.540,778,1,29.7,0.69
2025-12-29 15:52:37.631,779,2,35.0,0.65
2025-12-29 15:52:37.775,780,2,27.6,0.68
2025-12-29 15:52:37.879,781,3,27.5,0.68
2025-12-29 15:52:37.968,782,0,34.3,0.0
2025-12-29 15:52:38.068,783,1,25.6,0.45
2025-12-29 15:52:38.184,784,0,40.4,0.0
2025-12-29 15:52:38.304,785,0,33.1,0.0
2025-12-29 15:52:38.401,786,1,33.4,0.55
2025-12-29 15:52:38.503,787,1,27.2,0.51
2025-12-29 15:52:38.620,788,3,30.9,0.47
2025-12-29 15:52:38.735,789,1,35.6,0.46
2025-12-29 15:52:38.802,790,1,29.2,0.46
2025-12-29 15:52:38.897,791,0,32.7,0.0
2025-12-29 15:52:38.986,792,1,29.1,0.51
2025-12-29 15:52:39.091,793,2,24.2,0.45
2025-12-29 15:52:39.197,794,2,27.4,0.47
2025-12-29 15:52:39.347,795,2,34.4,0.48
2025-12-29 15:52:39.446,796,2,33.9,0.53
2025-12-29 15:52:39.536,797,0,36.0,0.0
2025-12-29 15:52:39.623,798,1,46.2,0.46
2025-12-29 15:52:39.721,799,0,30.7,0.0
2025-12-29 15:52:39.810,800,0,32.2,0.0
2025-12-29 15:52:39.913,801,0,27.7,0.0
2025-12-29 15:52:40.027,802,1,38.8,0.73
2025-12-29 15:52:40.128,803,0,36.1,0.0
2025-12-29 15:52:40.223,804,0,29.7,0.0
2025-12-29 15:52:40.329,805,0,30.2,0.0
2025-12-29 15:52:40.427,806,0,45.3,0.0
2025-12-29 15:52:40.526,807,0,33.2,0.0
2025-12-29 15:52:40.656,808,0,31.6,0.0
2025-12-29 15:52:40.778,809,0,28.4,0.0
2025-12-29 15:52:40.954,810,0,33.7,0.0
2025-12-29 15:52:41.054,811,1,34.1,0.44
2025-12-29 15:52:41.182,812,0,30.5,0.0
2025-12-29 15:52:41.294,813,1,29.1,0.41
2025-12-29 15:52:41.408,814,0,44.1,0.0
2025-12-29 15:52:41.499,815,1,24.8,0.53
2025-12-29 15:52:41.607,816,1,45.7,0.54
2025-12-29 15:52:41.707,817,1,23.9,0.61
2025-12-29 15:52:41.830,818,1,29.2,0.57
2025-12-29 15:52:41.951,819,0,34.4,0.0
2025-12-29 15:52:42.064,820,1,23.4,0.44
2025-12-29 15:52:42.165,821,1,31.5,0.43
2025-12-29 15:52:42.290,822,1,33.3,0.49
2025-12-29 15:52:42.389,823,0,32.5,0.0
2025-12-29 15:52:42.506,824,0,27.4,0.0
2025-12-29 15:52:42.648,825,1,31.1,0.43
2025-12-29 15:52:42.778,826,1,28.3,0.43
2025-12-29 15:52:42.898,827,1,37.1,0.51
2025-12-29 15:52:43.017,828,1,30.5,0.59
2025-12-29 15:52:43.131,829,1,32.5,0.45
2025-12-29 15:52:43.250,830,0,30.4,0.0
2025-12-29 15:52:43.291,831,1,57.5,0.48
2025-12-29 15:52:43.329,832,2,51.5,0.41
2025-12-29 15:52:43.377,833,2,48.4,0.44
2025-12-29 15:52:43.425,834,2,43.8,0.42
2025-12-29 15:52:43.476,835,0,47.3,0.0
2025-12-29 15:52:43.517,836,2,45.8,0.59
2025-12-29 15:52:43.561,837,1,62.8,0.63
2025-12-29 15:52:43.597,838,1,53.2,0.77
2025-12-29 15:52:43.634,839,0,50.3,0.0
2025-12-29 15:52:43.721,840,0,59.2,0.0
2025-12-29 15:52:43.758,841,1,66.3,0.49
2025-12-29 15:52:43.799,842,0,60.9,0.0
2025-12-29 15:52:43.840,843,0,49.5,0.0
2025-12-29 15:52:43.888,844,0,46.3,0.0
2025-12-29 15:52:43.937,845,3,41.8,0.53
2025-12-29 15:52:43.985,846,4,39.5,0.48
2025-12-29 15:52:44.024,847,0,81.1,0.0
2025-12-29 15:52:44.058,848,0,75.4,0.0
2025-12-29 15:52:44.112,849,0,51.3,0.0
2025-12-29 15:52:44.164,850,2,41.9,0.47
2025-12-29 15:52:44.198,851,0,66.9,0.0
2025-12-29 15:52:44.240,852,0,51.2,0.0
2025-12-29 15:52:44.289,853,0,39.5,0.0
2025-12-29 15:52:44.339,854,0,51.6,0.0
2025-12-29 15:52:44.405,855,0,48.7,0.0
2025-12-29 15:52:44.448,856,0,49.0,0.0
2025-12-29 15:52:44.498,857,0,43.7,0.0
2025-12-29 15:52:44.540,858,0,50.3,0.0
2025-12-29 15:52:44.574,859,1,51.1,0.73
2025-12-29 15:52:44.625,860,0,52.4,0.0
2025-12-29 15:52:44.669,861,0,68.6,0.0
2025-12-29 15:52:44.716,862,2,43.1,0.44
2025-12-29 15:52:44.759,863,0,52.1,0.0
2025-12-29 15:52:44.803,864,1,48.5,0.42
2025-12-29 15:52:44.847,865,1,39.6,0.49
2025-12-29 15:52:44.898,866,2,46.5,0.43
2025-12-29 15:52:44.942,867,0,47.3,0.0
2025-12-29 15:52:44.989,868,0,54.8,0.0
2025-12-29 15:52:45.029,869,0,50.8,0.0
2025-12-29 15:52:45.141,870,1,36.1,0.49
2025-12-29 15:52:45.193,871,1,38.9,0.42
2025-12-29 15:52:45.240,872,1,46.7,0.43
2025-12-29 15:52:45.295,873,2,40.3,0.42
2025-12-29 15:52:45.344,874,0,46.1,0.0
2025-12-29 15:52:45.385,875,0,55.8,0.0
2025-12-29 15:52:45.428,876,0,47.8,0.0
2025-12-29 15:52:45.474,877,0,37.6,0.0
2025-12-29 15:52:45.520,878,1,44.7,0.71
2025-12-29 15:52:45.559,879,1,56.9,0.42
2025-12-29 15:52:45.604,880,1,45.4,0.54
2025-12-29 15:52:45.644,881,1,46.7,0.44
2025-12-29 15:52:45.690,882,0,69.3,0.0
2025-12-29 15:52:45.719,883,0,70.6,0.0
2025-12-29 15:52:45.753,884,0,70.8,0.0
2025-12-29 15:52:45.875,885,0,52.1,0.0
2025-12-29 15:52:45.920,886,1,43.2,0.47
2025-12-29 15:52:45.965,887,0,47.5,0.0
2025-12-29 15:52:45.997,888,2,61.4,0.52
2025-12-29 15:52:46.038,889,0,64.4,0.0
2025-12-29 15:52:46.074,890,1,66.5,0.48
2025-12-29 15:52:46.122,891,0,54.2,0.0
2025-12-29 15:52:46.165,892,0,42.8,0.0
2025-12-29 15:52:46.204,893,0,53.2,0.0
2025-12-29 15:52:46.244,894,0,47.0,0.0
2025-12-29 15:52:46.292,895,1,41.6,0.5
2025-12-29 15:52:46.334,896,0,47.8,0.0
2025-12-29 15:52:46.374,897,1,54.9,0.54
2025-12-29 15:52:46.425,898,1,46.8,0.47
2025-12-29 15:52:46.471,899,0,50.1,0.0
2025-12-29 15:52:46.610,900,1,62.0,0.55
2025-12-29 15:52:46.666,901,0,42.2,0.0
2025-12-29 15:52:46.704,902,0,73.8,0.0
2025-12-29 15:52:46.751,903,0,53.1,0.0
2025-12-29 15:52:46.805,904,0,41.3,0.0
2025-12-29 15:52:46.853,905,0,52.9,0.0
2025-12-29 15:52:46.902,906,1,40.7,0.41
2025-12-29 15:52:46.956,907,0,46.9,0.0
2025-12-29 15:52:46.998,908,0,53.4,0.0
2025-12-29 15:52:47.047,909,0,49.4,0.0
2025-12-29 15:52:47.090,910,1,48.2,0.42
2025-12-29 15:52:47.128,911,2,47.2,0.55
2025-12-29 15:52:47.175,912,0,50.5,0.0
2025-12-29 15:52:47.212,913,0,56.4,0.0
2025-12-29 15:52:47.254,914,0,55.4,0.0
2025-12-29 15:52:47.365,915,0,51.9,0.0
2025-12-29 15:52:47.420,916,3,44.9,0.57
2025-12-29 15:52:47.471,917,1,36.4,0.44
2025-12-29 15:52:47.511,918,0,53.4,0.0
2025-12-29 15:52:47.557,919,0,49.9,0.0
2025-12-29 15:52:47.609,920,1,44.7,0.43
2025-12-29 15:52:47.670,921,1,34.5,0.65
2025-12-29 15:52:47.720,922,2,49.0,0.61
2025-12-29 15:52:47.764,923,1,44.2,0.54
2025-12-29 15:52:47.814,924,1,49.7,0.67
2025-12-29 15:52:47.852,925,2,62.6,0.44
2025-12-29 15:52:47.895,926,2,40.3,0.74
2025-12-29 15:52:47.947,927,2,45.6,0.57
2025-12-29 15:52:47.994,928,1,44.5,0.6
2025-12-29 15:52:48.036,929,2,56.9,0.5
2025-12-29 15:52:48.192,930,2,42.3,0.41
2025-12-29 15:52:48.234,931,2,45.7,0.63
2025-12-29 15:52:48.278,932,3,50.8,0.46
2025-12-29 15:52:48.325,933,2,39.8,0.47
2025-12-29 15:52:48.358,934,3,56.0,0.54
2025-12-29 15:52:48.410,935,3,45.1,0.56
2025-12-29 15:52:48.458,936,3,44.6,0.57
2025-12-29 15:52:48.505,937,2,45.0,0.62
2025-12-29 15:52:48.565,938,2,42.3,0.61
2025-12-29 15:52:48.607,939,1,47.6,0.76
2025-12-29 15:52:48.650,940,1,42.3,0.75
2025-12-29 15:52:48.707,941,1,49.4,0.77
2025-12-29 15:52:48.754,942,1,37.7,0.78
2025-12-29 15:52:48.799,943,1,47.4,0.8
2025-12-29 15:52:48.852,944,1,41.1,0.79
2025-12-29 15:52:49.020,945,1,43.6,0.8
2025-12-29 15:52:49.053,946,1,61.9,0.85
2025-12-29 15:52:49.100,947,1,46.3,0.84
2025-12-29 15:52:49.158,948,1,45.7,0.66
2025-12-29 15:52:49.199,949,1,45.8,0.49
2025-12-29 15:52:49.241,950,0,63.1,0.0
2025-12-29 15:52:49.278,951,0,56.0,0.0
2025-12-29 15:52:49.312,952,0,51.8,0.0
2025-12-29 15:52:49.358,953,0,45.8,0.0
2025-12-29 15:52:49.391,954,1,53.9,0.55
2025-12-29 15:52:49.440,955,1,39.0,0.6
2025-12-29 15:52:49.486,956,1,45.2,0.6
2025-12-29 15:52:49.524,957,1,52.8,0.55
2025-12-29 15:52:49.564,958,2,47.1,0.43
2025-12-29 15:52:49.614,959,0,53.8,0.0
2025-12-29 15:52:49.762,960,2,44.8,0.43
2025-12-29 15:52:49.792,961,2,69.6,0.47
2025-12-29 15:52:49.831,962,2,55.0,0.65
2025-12-29 15:52:49.869,963,1,60.6,0.61
2025-12-29 15:52:49.909,964,2,67.2,0.54
2025-12-29 15:52:49.960,965,1,42.3,0.57
2025-12-29 15:52:49.999,966,1,44.0,0.43
2025-12-29 15:52:50.045,967,1,62.7,0.44
2025-12-29 15:52:50.080,968,1,58.9,0.61
2025-12-29 15:52:50.131,969,1,39.4,0.67
2025-12-29 15:52:50.171,970,1,56.3,0.64
2025-12-29 15:52:50.208,971,0,52.9,0.0
2025-12-29 15:52:50.252,972,1,46.9,0.56
2025-12-29 15:52:50.305,973,1,40.2,0.57
2025-12-29 15:52:50.350,974,1,50.6,0.59
2025-12-29 15:52:50.447,975,1,43.6,0.67
2025-12-29 15:52:50.496,976,1,40.3,0.49
2025-12-29 15:52:50.544,977,1,43.2,0.56
2025-12-29 15:52:50.591,978,1,41.6,0.51
2025-12-29 15:52:50.641,979,2,51.5,0.62
2025-12-29 15:52:50.696,980,2,39.1,0.67
2025-12-29 15:52:50.735,981,1,43.7,0.65
2025-12-29 15:52:50.779,982,2,48.1,0.54
2025-12-29 15:52:50.830,983,2,46.8,0.59
2025-12-29 15:52:50.881,984,1,47.3,0.53
2025-12-29 15:52:50.936,985,3,31.3,0.59
2025-12-29 15:52:50.985,986,3,46.5,0.54
2025-12-29 15:52:51.043,987,2,46.0,0.49
2025-12-29 15:52:51.081,988,2,49.8,0.54
2025-12-29 15:52:51.124,989,1,43.4,0.46
2025-12-29 15:52:51.238,990,0,42.2,0.0
2025-12-29 15:52:51.281,991,0,44.4,0.0
2025-12-29 15:52:51.329,992,1,43.9,0.69
2025-12-29 15:52:51.377,993,1,46.8,0.67
2025-12-29 15:52:51.436,994,1,47.8,0.43
2025-12-29 15:52:51.487,995,3,44.7,0.42
2025-12-29 15:52:51.537,996,1,50.2,0.5
2025-12-29 15:52:51.590,997,1,39.9,0.57
2025-12-29 15:52:51.632,998,2,44.5,0.44
2025-12-29 15:52:51.676,999,1,55.2,0.41
2025-12-29 15:52:51.708,1000,0,59.6,0.0
2025-12-29 15:52:51.752,1001,0,52.1,0.0
2025-12-29 15:52:51.801,1002,1,47.2,0.44
2025-12-29 15:52:51.833,1003,1,66.9,0.47
2025-12-29 15:52:51.878,1004,2,42.5,0.53
2025-12-29 15:52:51.981,1005,1,38.5,0.51
2025-12-29 15:52:52.026,1006,1,39.3,0.55
2025-12-29 15:52:52.075,1007,1,47.0,0.58
2025-12-29 15:52:52.121,1008,3,46.4,0.45
2025-12-29 15:52:52.173,1009,1,43.6,0.53
2025-12-29 15:52:52.213,1010,1,41.4,0.63
2025-12-29 15:52:52.266,1011,0,48.5,0.0
2025-12-29 15:52:52.312,1012,0,52.0,0.0
2025-12-29 15:52:52.364,1013,1,39.5,0.56
2025-12-29 15:52:52.407,1014,1,48.1,0.56
2025-12-29 15:52:52.441,1015,1,55.2,0.63
2025-12-29 15:52:52.486,1016,1,44.8,0.63
2025-12-29 15:52:52.540,1017,2,41.8,0.69
2025-12-29 15:52:52.585,1018,2,33.9,0.72
2025-12-29 15:52:52.631,1019,1,52.9,0.83
2025-12-29 15:52:52.803,1020,2,59.3,0.61
2025-12-29 15:52:52.851,1021,1,40.6,0.72
2025-12-29 15:52:52.892,1022,2,43.9,0.48
2025-12-29 15:52:52.928,1023,2,66.2,0.48
2025-12-29 15:52:52.985,1024,2,38.6,0.57
2025-12-29 15:52:53.031,1025,2,49.1,0.62
2025-12-29 15:52:53.084,1026,1,36.2,0.79
2025-12-29 15:52:53.134,1027,2,37.9,0.65
2025-12-29 15:52:53.179,1028,3,45.7,0.68
2025-12-29 15:52:53.226,1029,3,44.5,0.62
2025-12-29 15:52:53.283,1030,3,36.6,0.66
